,location,latitude,longitude,fatality_count
1492,"Navarre, FL",30.4109342,-86.91232169999998,1
1493,"Needles, CA",34.8480597,-114.6141315,1
1494,"Neenah, WI",44.1858193,-88.462609,1
1495,"Neosho, MO",36.8689554,-94.36799599999999,1
1496,"Neshoba County, MS",32.8057157,-89.1705998,1
1497,"Nevada, MO",37.83920519999999,-94.3546719,1
1498,"New Albany, IN",38.28562470000001,-85.8241312,1
1499,"New Boston, TX",33.4598415,-94.4154787,1
1500,"New Britain, CT",41.6612104,-72.77954190000001,1
1501,"New Brunswick, NJ",40.4862157,-74.4518188,1
1502,"New Castle, CO",39.5727585,-107.5364443,1
1503,"New Castle, DE",39.66203970000001,-75.5668166,1
1504,"New Castle, IN",39.928935,-85.37024759999998,2
1505,"New City, NY",41.1475954,-73.989306,1
1506,"New Hope, MN",45.0380201,-93.3866185,1
1507,"New Iberia, LA",30.0035365,-91.8187285,2
1508,"New Llano, LA",31.11490929999999,-93.2715535,1
1509,"New London, WI",44.3927582,-88.73982559999997,1
1510,"New Milford, CT",41.57704329999999,-73.4085463,1
1511,"New Orleans, LA",29.95106579999999,-90.0715323,9
1512,"New Paltz, NY",41.7475933,-74.0868095,1
1513,"New Straitsville, OH",39.577847,-82.23764890000002,1
1514,"New Underwood, SD",44.09332020000001,-102.8362824,1
1515,"New York, NY",40.7127753,-74.0059728,15
1516,"Newark, CA",37.5299765,-122.0383968,2
1517,"Newark, NJ",40.735657,-74.1723667,7
1518,"Newman, CA",37.31382670000001,-121.0207614,1
1519,"Newnan, GA",33.3806716,-84.79965729999998,1
1520,"Newport Beach, CA",33.6188829,-117.9298493,1
1521,"Newport News, VA",37.0870821,-76.4730122,3
1522,"Newport, TN",35.96704120000001,-83.1876578,1
1523,"Newton Grove, NC",35.2451648,-78.3541685,1
1524,"Newton, KS",38.0466779,-97.34503649999999,2
1525,"Newton, NH",42.8695335,-71.03450179999999,1
1526,"Nice, CA",39.1232253,-122.848327,1
1527,"Niceville, FL",30.5168639,-86.48217199999998,1
1528,"Nikolaevsk, AK",59.8119444,-151.6105557,1
1529,"Niles, OH",41.1828353,-80.76535799999998,1
1530,"Nitro, WV",38.4148146,-81.8440197,1
1531,"Noble County, OK",36.4799034,-97.179026,1
1532,"Nocona, TX",33.7867684,-97.7258626,1
1533,"Nokomis, IL",39.3011566,-89.285085,1
1534,"Noma, FL",30.9821261,-85.618544,1
1535,"Norco, CA",33.9311257,-117.548661,1
1536,"Norfolk, VA",36.8507689,-76.28587259999998,7
1537,"Norman, OK",35.2225668,-97.4394777,1
1538,"Norman, VA",35.22994089999999,-97.4131235,1
1539,"North Bergen, NJ",40.8042674,-74.012084,1
1540,"North Branch, MN",45.5102135,-92.9931054,1
1541,"North Charleston, SC",32.8771106,-80.01305140000002,4
1542,"North East, MD",39.6001132,-75.94133269999998,1
1543,"North English, IA",41.5138978,-92.0762891,1
1544,"North Escambia, FL",30.6389408,-87.3413599,1
1545,"North Fort Collins, CO",40.5852602,-105.084423,1
1546,"North Hills, CA",34.235822,-118.4849365,1
1547,"North Hollywood, CA",34.187044,-118.3812562,1
1548,"North Laredo, TX",27.5035613,-99.5075519,1
1549,"North Las Vegas, NV",36.1988592,-115.1175013,4
1550,"North Manchester, IN",41.0006005,-85.768597,1
1551,"North Pole, AK",64.7511111,-147.34944430000004,1
1552,"North Port, FL",27.044224,-82.23592540000001,1
1553,"North Riverside, IL",41.8461167,-87.8157429,1
1554,"North Royalton, OH",41.3136644,-81.72457390000002,1
1555,"North Shore, HI",21.561657500000006,-158.0715983,1
1556,"North St. Louis, MO",38.6488896,-90.19516479999999,1
1557,"Northglenn, CO",39.8961821,-104.9811468,4
1558,"Northwood, OH",41.60727199999999,-83.46882040000001,1
1559,"Norwalk, CA",33.9022367,-118.081733,1
1560,"Norwich, CT",41.5242649,-72.07591049999998,2
1561,"Norwood, OK",35.8709403,-95.163454,1
1562,"O'Fallon, MO",38.8106075,-90.6998477,1
1563,"Oak Cliff, TX",32.7203477,-96.8743083,2
1564,"Oak Harbor, WA",48.28829469999999,-122.6484205,1
1565,"Oak Hill, OH",38.8939645,-82.573495,1
1566,"Oak Park, MI",42.4594803,-83.18270509999998,1
1567,"Oak Ridge, TN",36.0103561,-84.26964490000002,1
1568,"Oak View, CA",34.399996,-119.3001134,1
1569,"Oakdale, CT",41.4832665,-72.15938419999998,1
1570,"Oakfield, ME",46.1007097,-68.15892079999999,1
1571,"Oakland Park, FL",26.1723065,-80.13198929999999,1
1572,"Oakland, CA",37.8043514,-122.2711639,9
1573,"Oaks, OK",36.166198,-94.8546745,1
1574,"Ocala, FL",29.1871986,-82.14009229999998,2
1575,"Oceanside, CA",33.1958696,-117.3794834,2
1576,"Odanah, WI",46.6082759,-90.696851,1
1577,"Odessa, MO",38.9991748,-93.95355579999999,1
1578,"Odessa, TX",31.8456816,-102.3676431,5
1579,"Ogden, UT",41.223,-111.9738304,6
1580,"Ohatchee, AL",33.783432399999995,-86.0024703,1
1581,"Oil Springs, KY",37.81009239999999,-82.94238790000001,1
1582,"Okarche, OK",35.7258795,-97.9764411,1
1583,"Okemah, OK",35.4325854,-96.3050064,1
1584,"Oklahoma City, OK",35.4675602,-97.5164276,23
1585,"Okmulgee County, OK",35.67958729999999,-95.9832577,1
1586,"Okmulgee, OK",35.626695700000006,-95.9515399,2
1587,"Olathe, KS",38.8813958,-94.8191285,2
1588,"Old Bridge, NJ",40.4128551,-74.307282,1
1589,"Old Forge, PA",41.3711906,-75.73491429999999,1
1590,"Old Saybrook, CT",41.2960159,-72.38453009999998,1
1591,"Old Town, FL",29.601657,-82.9819282,1
1592,"Old Town, ME",44.9342349,-68.6453092,1
1593,"Olivehurst, CA",39.0954484,-121.5521858,2
1594,"Olustee, FL",30.2041226,-82.42873,1
1595,"Olympia, WA",47.0378741,-122.9006951,1
1596,"Olympic Valley, CA",39.1969804,-120.2357055,1
1597,"Omaha, NE",41.2565369,-95.9345034,10
1598,"Onalaska, TX",30.805746000000006,-95.1163261,1
1599,"Oneida, TN",36.4981341,-84.51271620000001,1
1600,"Ontario, CA",34.0633443,-117.6508876,5
1601,"Ontario, OR",44.0265525,-116.9629378,1
1602,"Opa-Locka, FL",25.9023168,-80.25032709999998,1
1603,"Opelika, AL",32.6454116,-85.3782795,1
1604,"Opp, AL",31.2826685,-86.2555067,1
1605,"Orange City, FL",28.9488761,-81.29867409999999,1
1606,"Orange County, FL",28.4844995,-81.2518833,1
1607,"Orange Park, FL",30.166073600000004,-81.706484,2
1608,"Orange, CA",33.7879139,-117.8531007,2
1609,"Orange, NJ",40.7706187,-74.2326478,1
1610,"Orangeburg, SC",33.4918203,-80.8556476,1
1611,"Orcutt, CA",34.8652574,-120.4359966,1
1612,"Oregon City, OR",45.3364465,-122.6050422,1
1613,"Orem, OR",40.2968979,-111.69464750000002,1
1614,"Orlando, FL",28.5383355,-81.3792365,16
1615,"Orosi, CA",36.5449499,-119.2873384,1
1616,"Oroville, CA",39.51377520000001,-121.556359,1
1617,"Orrington, ME",44.7202096,-68.7904626,1
1618,"Oshkosh, WI",44.0247062,-88.5426136,1
1619,"Osteen, FL",28.84610189999999,-81.16256120000001,1
1620,"Ouachita Parish, LA",32.427185200000004,-92.2236667,1
1621,"Overland Park, KS",38.9822282,-94.6707917,2
1622,"Overlea, MD",39.3589694,-76.5177855,1
1623,"Owasso, OK",36.2695388,-95.8547119,1
1624,"Owen County, IN",39.3603429,-86.8220341,1
1625,"Owensboro, KY",37.7719074,-87.1111676,2
1626,"Owings Mills, MD",39.4195499,-76.7802528,1
1627,"Owingsville, KY",38.1448015,-83.76408470000001,1
1628,"Oxford, AL",33.6142714,-85.8349648,1
1629,"Oxford, MA",42.116760600000006,-71.8647577,1
1630,"Oxnard, CA",34.1975048,-119.17705159999998,1
1631,"Oxon Hill, MD",38.80331779999999,-76.98972780000003,1
1632,"Ozark, AR",35.4870295,-93.8276965,1
1633,"Ozark, MO",37.0208865,-93.2060163,1
1634,"Pacific Beach, CA",32.8024577,-117.2355851,1
1635,"Paddock Lake, WI",42.57751870000001,-88.1050853,1
1636,"Pahoa, HI",19.4975033,-154.9508104,1
1637,"Pahrump, NV",36.2082943,-115.9839147,2
1638,"Palatka, FL",29.648580100000004,-81.6375819,2
1639,"Palermo, CA",39.4354432,-121.5380243,1
1640,"Palestine, TX",31.7621153,-95.6307891,1
1641,"Palm Bay, FL",28.03446210000001,-80.5886646,3
1642,"Palm Beach Gardens, FL",26.8233946,-80.13865469999998,2
1643,"Palm Harbor, FL",28.0780718,-82.7637127,1
1644,"Palm Springs, CA",33.8302961,-116.54529209999998,1
1645,"Palmdale, CA",34.5794343,-118.11646129999998,4
1646,"Palmer, AK",61.599415,-149.1146334,1
1647,"Palmetto, FL",27.5214269,-82.57231929999998,1
1648,"Palo Alto, CA",37.4418834,-122.1430195,1
1649,"Panama City Beach, FL",30.1765914,-85.8054879,1
1650,"Panama City, FL",30.1588129,-85.6602058,1
1651,"Panhandle, TX",35.34560379999999,-101.3804447,1
1652,"Panora, IA",41.6916535,-94.3630215,1
1653,"Panorama City, CA",34.227616999999995,-118.442425,1
1654,"Papaaloa, HI",19.9475312,-155.1796024,1
1655,"Paradise, CA",39.7596061,-121.6219177,1
1656,"Paramus, NJ",40.9445428,-74.0754189,1
1657,"Pardeeville, WI",43.5377608,-89.30011739999998,1
1658,"Paris, KY",38.2097987,-84.25298690000002,1
1659,"Paris, TX",33.6609389,-95.555513,2
1660,"Park County, CO",39.0897928,-105.5943388,1
1661,"Parker, AZ",34.1500162,-114.28911770000002,1
1662,"Parker, CO",39.5186002,-104.7613633,2
1663,"Parks, AZ",35.2605664,-111.9487743,1
1664,"Parkton, NC",34.9026635,-79.01169709999998,1
1665,"Parkville, MD",39.3773292,-76.5396875,2
1666,"Parma, OH",41.40477420000001,-81.72290859999998,2
1667,"Parmelee, SD",43.32305849999999,-101.0265364,1
1668,"Parowan, UT",37.8421975,-112.8279996,1
1669,"Pasadena, CA",34.1477849,-118.1445155,1
1670,"Pasadena, TX",29.6910625,-95.2091006,2
1671,"Pasco, WA",46.2305049,-119.0922316,1
1672,"Passaic, NJ",40.8567662,-74.12847640000003,1
1673,"Paterson, NJ",40.9167654,-74.17181099999998,3
1674,"Pattison, TX",29.82522969999999,-95.9949564,1
1675,"Paulden, AZ",34.8855756,-112.4682271,1
1676,"Paulding County, GA",33.9142037,-84.8984775,1
1677,"Pavilion Township, MI",42.2057097,-85.45818589999998,1
1678,"Pawtucket, RI",41.878711,-71.38255579999998,2
1679,"Peachland, NC",34.993766,-80.2645069,1
1680,"Peachtree City, GA",33.3968557,-84.59634319999998,1
1681,"Pearisburg, VA",37.3265112,-80.73507109999998,1
1682,"Pearl River County, MS",30.8034081,-89.62516459999998,1
1683,"Pearl, MS",32.274735,-90.1371376,1
1684,"Pearland, TX",29.5635666,-95.2860474,2
1685,"Pelehatchie, MS",32.3125394,-89.8047306,1
1686,"Pelion, SC",33.76320629999999,-81.2448227,1
1687,"Pell City, AL",33.586214899999995,-86.28608879999999,1
1688,"Pelzer, SC",34.6423372,-82.4559598,1
1689,"Pemberton, NJ",39.97205779999999,-74.6829363,1
1690,"Pembine, WI",45.6352391,-87.9909531,1
1691,"Pembroke, NY",42.9975593,-78.4347444,1
1692,"Penasco, NM",36.1704802,-105.6874664,1
1693,"Pendleton, SC",34.651773299999995,-82.78375140000001,1
1694,"Penn Hills, PA",40.5011794,-79.83921579999998,1
1695,"Penn Township, PA",40.3840734,-79.6614376,1
1696,"Pennfield Township, MI",42.3699055,-85.129834,1
1697,"Pensacola, FL",30.42130899999999,-87.2169149,3
1698,"Pentress, WV",39.71028610000001,-80.1603743,1
1699,"Peoria, AZ",33.5805955,-112.2373779,1
1700,"Peoria, IL",40.6936488,-89.58898640000002,3
1701,"Perris, CA",33.7825194,-117.2286478,1
1702,"Perry Township, OH",40.7736624,-81.46085599999998,1
1703,"Perryopolis, PA",40.0870182,-79.750597,1
1704,"Perryville, AR",35.0048102,-92.8026673,1
1705,"Peshtigo, WI",45.05443,-87.74927209999998,1
1706,"Petal, MS",31.3465627,-89.2600605,1
1707,"Peterborough, NH",42.8706048,-71.95167459999998,1
1708,"Peterson, MN",43.7881326,-91.8342716,1
1709,"Petroleum, WV",39.19091050000001,-81.26844849999998,1
1710,"Pharr, TX",26.1947962,-98.1836216,1
1711,"Phelps, KY",37.5144292,-82.15319540000002,1
1712,"Phenix City, AL",32.4709761,-85.0007653,4
1713,"Philadelphia, PA",39.9525839,-75.1652215,14
1714,"Philadephia, PA",39.9525839,-75.1652215,1
1715,"Phoenix, AZ",33.4483771,-112.0740373,67
1716,"Phoenix, MD",39.51291,-76.6074575,1
1717,"Pico Rivera, CA",33.9830688,-118.096735,2
1718,"Picture Rocks, AZ",32.3459069,-111.2462146,1
1719,"Piedmont, AL",33.9245454,-85.6113501,2
1720,"Piedmont, SC",34.702338899999994,-82.4645714,2
1721,"Pigeon Forge, TN",35.7884241,-83.55433289999998,1
1722,"Pike County, OH",39.0713471,-83.03613759999998,1
1723,"Pikesville, MD",39.3742729,-76.72247270000003,1
1724,"Pilot Station, AK",61.9388889,-162.875,1
1725,"Pima County, AZ",32.057499,-111.6660725,1
1726,"Pima, AZ",32.8961755,-109.8275815,1
1727,"Pine Bluff, AR",34.2284312,-92.00319549999999,2
1728,"Pine River, WI",44.1521559,-89.07720920000001,1
1729,"Pine Top, KY",37.27260020000001,-82.88238259999999,1
1730,"Pinellas Park, FL",27.8428025,-82.6995443,2
1731,"Pinetop-Lakeside, AZ",34.1425438,-109.9603843,1
1732,"Pineville, LA",31.3224044,-92.4343035,2
1733,"Pinion Hills, CA",34.433237,-117.6467917,1
1734,"Pink, OK",35.2606255,-97.1197478,1
1735,"Pinnacle, NC",36.329305100000006,-80.43311159999998,1
1736,"Pippa Passes, KY",37.334822,-82.87404980000002,1
1737,"Pittsburg, CA",38.02797620000001,-121.88468059999998,2
1738,"Pittsburgh, PA",40.44062479999999,-79.9958864,4
1739,"Pittsfield, MA",42.4500845,-73.2453824,1
1740,"Pittston, PA",41.3259134,-75.78936039999998,1
1741,"Plano, TX",33.0198431,-96.6988856,2
1742,"Plant City, FL",28.018632300000004,-82.1128641,1
1743,"Plantation, FL",26.1275862,-80.23310359999998,1
1744,"Plaquemine, LA",30.2890833,-91.2342744,1
1745,"Pleasant Hill, NC",36.5320954,-77.5355335,1
1746,"Pleasant View, CO",37.5883253,-108.7654801,1
1747,"Pleasanton, CA",37.6604484,-121.8757968,2
1748,"Plymouth Township, MI",42.3735328,-83.5090381,1
1749,"Plymouth Township, PA",40.1082672,-75.30623260000002,1
1750,"Plymouth, MN",45.01051939999999,-93.4555093,1
1751,"Pocahontas County, WV",38.3101706,-80.0087746,1
1752,"Pocatello, ID",42.86210420000001,-112.45061909999998,1
1753,"Point Loma, CA",32.70003,-117.2466838,2
1754,"Polk County, OR",44.9266528,-123.4919256,1
1755,"Pomona, CA",34.055103,-117.7499909,2
1756,"Pompano Beach, FL",26.2378597,-80.1247667,2
1757,"Ponca City, OK",36.706981,-97.0855948,1
1758,"Ponder, TX",33.1828974,-97.2872402,1
1759,"Pontotoc County, MS",34.2382446,-89.0179332,1
1760,"Pope County, AR",35.440627,-93.0175712,1
1761,"Poplar Bluff, MO",36.7569994,-90.392888,1
1762,"Port Allen, LA",30.4474878,-91.20732609999999,1
1763,"Port Arthur, TX",29.8849504,-93.939947,2
1764,"Port Barre, LA",30.5601953,-91.9540054,1
1765,"Port Charlotte, FL",26.9761707,-82.09064479999998,1
1766,"Port Orange, FL",29.1383165,-80.9956105,2
1767,"Port St. Joe, FL",29.8118757,-85.30297399999998,1
1768,"Port St. Lucie, FL",27.2730492,-80.3582261,3
1769,"Port Wentworth, GA",32.149092,-81.163168,1
1770,"Portage, IN",41.5758707,-87.17614549999998,1
1771,"Portage, MI",42.20115379999999,-85.5800022,1
1772,"Porteau, OK",35.053709399999995,-94.6235579,1
1773,"Porterville, CA",36.06523,-119.0167679,1
1774,"Portland, ME",43.6590993,-70.2568189,1
1775,"Portland, OR",45.5051064,-122.6750261,15
1776,"Portsmouth, VA",36.8354258,-76.29827420000002,3
1777,"Poteet, TX",29.040524100000006,-98.5680739,1
1778,"Potsdam, NY",44.6697805,-74.9813084,1
1779,"Pottawatomie County, OK",35.275439,-97.0068393,1
1780,"Pottstown, PA",40.24537410000001,-75.6496302,1
1781,"Poulsbo, WA",47.735928,-122.6465372,1
1782,"Poultney, VT",43.5170325,-73.2362261,1
1783,"Poway, CA",32.9628232,-117.0358646,1
1784,"Powder Springs, GA",33.8595491,-84.683824,1
1785,"Powhatan County, VA",37.5643209,-77.88245959999998,1
1786,"Prague, OK",35.4867368,-96.6850174,1
1787,"Pratt, KS",37.6439071,-98.7375911,1
1788,"Prescott, AZ",34.540024200000005,-112.4685025,2
1789,"Presque Isle, ME",46.68115299999999,-68.01586139999999,2
1790,"Prichard, AL",30.74515449999999,-88.0896618,1
1791,"Pride, LA",30.6937955,-90.97815849999999,1
1792,"Princeton, KY",37.1092162,-87.8819594,1
1793,"Princeton, NJ",40.3572976,-74.66722259999997,1
1794,"Princeton, WV",37.36622929999999,-81.1025918,2
1795,"Progreso, TX",26.0922991,-97.9572242,1
1796,"Prompton, PA",41.5828646,-75.3251782,1
1797,"Providence, RI",41.8239891,-71.4128343,1
1798,"Provo, UT",40.2338438,-111.6585337,1
1799,"Pryor, OK",36.3084275,-95.31691359999999,1
1800,"Pueblo of Laguna, NM",35.035653499999995,-107.3862229,1
1801,"Pueblo, CO",38.2544472,-104.6091409,12
1802,"Pulaski, VA",37.0478982,-80.77979350000003,2
1803,"Puna, HI",19.4975033,-154.9508104,2
1804,"Putnam Hall, FL",29.73663329999999,-81.95926349999998,1
1805,"Puyallup, WA",47.1853785,-122.29289740000002,1
1806,"Quanah, TX",34.297855,-99.7403718,1
1807,"Quartzsite, AZ",33.6639137,-114.2299486,2
1808,"Queens, NY",40.7282239,-73.7948516,2
1809,"Quincy, FL",30.5880468,-84.59105799999998,1
1810,"Quincy, IL",39.9356016,-91.4098726,1
1811,"Quinlan, TX",32.9103998,-96.1355295,1
1812,"Raceland, LA",29.7274331,-90.5989759,1
1813,"Racine, WI",42.7261309,-87.78285230000002,3
1814,"Ragley, LA",30.51269899999999,-93.2323813,1
1815,"Rainbow City, AL",33.9548201,-86.04191689999998,1
1816,"Raleigh, NC",35.7795897,-78.6381787,3
1817,"Raleigh, TN",35.2207681,-89.928731,1
1818,"Ranburne, AL",33.5228885,-85.34467280000001,1
1819,"Rancho Cordova, CA",38.5890723,-121.302728,2
1820,"Rancho Mirage, CA",33.739744,-116.41279,2
1821,"Rancho Santa Margarita, CA",33.640171,-117.602832,1
1822,"Rancho Tehama Reserve, CA",40.0006884,-122.4580469,1
1823,"Randallstown, MD",39.3673278,-76.79525249999998,2
1824,"Randolph County, NC",35.74495310000001,-79.82967430000002,1
1825,"Rangley, CO",40.0874759,-108.8048292,1
1826,"Rantoul, IL",40.3083672,-88.1558785,1
1827,"Rapid City, SD",44.0805434,-103.2310149,4
1828,"Rapid Valley, SD",44.0624879,-103.1462899,1
1829,"Rawlins, WY",41.7910697,-107.2386627,1
1830,"Reading, MA",42.5256563,-71.09528909999999,1
1831,"Reading, PA",40.3356483,-75.9268747,2
1832,"Reagan, TN",35.52174,-88.34254240000001,1
1833,"Rector, AR",36.2631185,-90.2926008,1
1834,"Red Bluff, CA",40.1784886,-122.2358302,2
1835,"Red Valley, AZ",36.6039938,-109.0603825,1
1836,"Redding, CA",40.5865396,-122.3916754,8
1837,"Redlands, CA",34.055569299999995,-117.1825381,3
1838,"Redondo Beach, CA",33.8491816,-118.3884078,1
1839,"Redwood City, CA",37.485215200000006,-122.2363548,2
1840,"Reisterstown, MD",39.4695489,-76.82942129999998,1
1841,"Reno, NV",39.5296329,-119.8138027,10
1842,"Reno, TX",32.9442916,-97.5772462,1
1843,"Renton, WA",47.4796927,-122.2079218,1
1844,"Republic, MO",37.1200526,-93.4801942,1
1845,"Reseda, CA",34.2011141,-118.5360517,1
1846,"Revere, MA",42.40843020000001,-71.0119948,1
1847,"Rexburg, ID",43.8231096,-111.7924237,1
1848,"Reynoldsville, WV",39.2884222,-80.4348145,1
1849,"Rialto, CA",34.1064001,-117.3703235,2
1850,"Rib Mountain, WI",44.9128789,-89.67536299999998,1
1851,"Richland, WA",46.28042000000001,-119.2751996,1
1852,"Richmond Heights, OH",41.55282879999999,-81.5101208,1
1853,"Richmond, CA",37.9357576,-122.3477486,2
1854,"Richmond, KY",37.74785720000001,-84.29465390000001,1
1855,"Richmond, VA",37.5407246,-77.4360481,6
1856,"Richton Park, IL",41.484479,-87.7033787,1
1857,"Ridgefield, WA",45.81432239999999,-122.6881558,1
1858,"Rifle, CO",39.5347023,-107.78311979999998,1
1859,"Rincon, GA",32.2947732,-81.23536120000001,1
1860,"Rio Bravo, TX",27.3641887,-99.4800415,1
1861,"Ripon, CA",37.7394537,-121.13541409999998,2
1862,"Rising Sun, MD",39.6978871,-76.06272659999998,2
1863,"River Forest, IL",41.89396170000001,-87.81984779999998,1
1864,"Riverbank, CA",37.7360396,-120.9354895,1
1865,"Riverdale, GA",33.5726113,-84.4132594,1
1866,"Riverside, CA",33.9806005,-117.3754942,5
1867,"Riverton, UT",40.521893,-111.9391023,1
1868,"Riverview, FL",27.8661364,-82.32648089999998,2
1869,"Roanoke, VA",37.2709704,-79.9414266,2
1870,"Robbins, IL",41.64395250000001,-87.70867249999998,1
1871,"Rochester, NY",43.15657789999999,-77.6088465,2
1872,"Rochester, WA",46.8280636,-123.07552959999998,1
1873,"Rock Falls, IL",41.7797533,-89.68899669999998,1
1874,"Rock Island, IL",41.5094771,-90.5787476,1
1875,"Rockford, IL",42.2711311,-89.09399520000002,3
1876,"Rockledge, FL",28.3164498,-80.72698539999998,1
1877,"Rocklin, CA",38.7907339,-121.2357828,1
1878,"Rockville, GA",33.32763619999999,-83.2187677,1
1879,"Rockville, MD",39.0839973,-77.1527578,1
1880,"Rockwall, TX",32.93123360000001,-96.4597089,1
1881,"Roland, OK",35.4212021,-94.5146616,1
1882,"Romance, AR",35.240713,-92.0519036,1
1883,"Rome, OH",38.66611959999999,-83.3802744,1
1884,"Romulus, MI",42.2222614,-83.39659940000001,1
1885,"Ronda, NC",36.2184669,-80.9411858,1
1886,"Roosevelt, UT",40.29940300000001,-109.9887605,1
1887,"Rosalia, KS",37.8152985,-96.6197416,1
1888,"Rose Bud, AR",35.3314708,-92.0812595,1
1889,"Rosebud, SD",43.2327824,-100.85347790000002,2
1890,"Rosedale, MD",39.3201074,-76.51551909999998,1
1891,"Rosemead, CA",34.0805651,-118.072846,1
1892,"Rosenberg, TX",29.5571825,-95.8085623,1
1893,"Roseville, CA",38.7521235,-121.28800590000002,1
1894,"Roseville, MN",45.00607670000001,-93.15661070000002,1
1895,"Roslindale, MA",42.2832142,-71.1270268,1
1896,"Ross Township, PA",40.5367715,-80.01995620000002,1
1897,"Rosser, TX",32.4626396,-96.4533193,1
1898,"Rossville, GA",34.9831309,-85.2860676,3
1899,"Roswell, GA",34.0232431,-84.36155550000002,1
1900,"Roswell, NM",33.3942655,-104.5230242,3
1901,"Rotterdam, NY",42.78702089999999,-73.97095829999998,1
1902,"Round Lake, IL",42.353355,-88.09341450000002,1
1903,"Round Rock, TX",30.508255100000003,-97.678896,1
1904,"Rowe, NM",35.49170529999999,-105.6752935,1
1905,"Rowland, NC",34.5365518,-79.2914306,1
1906,"Roxand Township, MI",42.729993,-84.87763919999998,1
1907,"Roy, UT",41.1616108,-112.0263313,2
1908,"Royal Oak, MI",42.4894801,-83.1446485,2
1909,"Rudioso, NM",33.3672525,-105.6588485,1
1910,"Rufe, OK",34.1237158,-95.1441197,1
1911,"Ruidoso, NM",33.3672525,-105.6588485,3
1912,"Rush Springs, OK",34.7825721,-97.9569845,1
1913,"Rushville, NE",42.7166186,-102.4637339,1
1914,"Ruskin, FL",27.7208633,-82.4331495,1
1915,"Russellville, AR",35.278417299999994,-93.1337856,1
1916,"Russellville, KY",36.8453199,-86.88721899999999,1
1917,"Ruth, MS",31.3815627,-90.3164819,1
1918,"Rutherfordton, NC",35.3692877,-81.9567716,1
1919,"Sacramento, CA",38.5815719,-121.4943996,10
1920,"Safety Harbor, FL",27.9908529,-82.6931553,1
1921,"Saginaw, MI",43.4194699,-83.9508068,1
1922,"Saginaw, TX",32.860127500000004,-97.3639068,1
1923,"Salacoa, GA",34.3906474,-84.61132059999998,1
1924,"Salem, IN",38.6056131,-86.101089,1
1925,"Salem, OR",44.9428975,-123.0350963,2
1926,"Salemburg, NC",35.0154469,-78.5030622,1
1927,"Salinas, CA",36.6777372,-121.6555013,2
1928,"Salisbury, MD",38.36067360000001,-75.5993692,1
1929,"Salisbury, NC",35.6709727,-80.4742261,2
1930,"Sallisaw, OK",35.4603711,-94.7874463,3
1931,"Salt Lake City, UT",40.7607793,-111.89104740000002,11
1932,"Salt River Reservation, AZ",33.516711,-111.7673622,1
1933,"San Angelo, TX",31.4637723,-100.4370375,1
1934,"San Antonio, TX",29.4241219,-98.4936282,36
1935,"San Bernardino, CA",34.1083449,-117.2897652,10
1936,"San Carlos Park, FL",26.4673016,-81.80147420000002,1
1937,"San Diego County, CA",32.7157305,-117.1610966,1
1938,"San Diego, CA",32.715738,-117.1610838,14
1939,"San Fernando, CA",34.2819461,-118.4389719,2
1940,"San Francisco, CA",37.7749295,-122.4194155,15
1941,"San Gabriel, CA",34.09611110000001,-118.1058333,1
1942,"San Jose, CA",37.3382082,-121.88632859999998,16
1943,"San Manuel, AZ",32.5997933,-110.6309289,1
1944,"San Marcos, CA",33.1433723,-117.1661449,1
1945,"San Marcos, TX",29.8832749,-97.9413941,1
1946,"San Mateo, CA",37.56299170000001,-122.3255254,1
1947,"San Rafael, NM",35.1125344,-107.8826751,1
1948,"San Ysidro, CA",32.555556,-117.0470434,2
1949,"Sand City, CA",36.6171819,-121.8482855,2
1950,"Sand Springs, OK",36.1398102,-96.108891,1
1951,"Sandia, TX",28.0213648,-97.8798634,1
1952,"Sandpoint, ID",48.276577,-116.553465,2
1953,"Sandy Springs, GA",33.9304352,-84.3733147,1
1954,"Sandy, UT",40.56497810000001,-111.8389726,1
1955,"Sanford, NC",35.4798757,-79.18029940000002,1
1956,"Santa Ana, CA",33.7454725,-117.867653,10
1957,"Santa Barbara, CA",34.4208305,-119.6981901,1
1958,"Santa Clara, CA",37.3541079,-121.9552356,3
1959,"Santa Clarita, CA",34.3916641,-118.542586,1
1960,"Santa Cruz, CA",36.9741171,-122.0307963,1
1961,"Santa Fe, NM",35.686975200000006,-105.937799,3
1962,"Santa Maria, CA",34.95303370000001,-120.4357191,3
1963,"Santa Monica, CA",34.01945429999999,-118.4911912,1
1964,"Santa Nella, CA",37.0977209,-121.016866,1
1965,"Santa Paula, CA",34.3541659,-119.0592705,1
1966,"Santa Rosa, CA",38.440429,-122.7140548,1
1967,"Santee, CA",32.8383828,-116.97391670000002,1
1968,"Saraland, AL",30.820742,-88.07055559999998,1
1969,"Saratoga, CA",37.2638324,-122.0230146,1
1970,"Savannah, GA",32.0808989,-81.09120300000002,4
1971,"Scarbo, WV",37.9531674,-81.16565820000002,1
1972,"Schenectady, NY",42.8142432,-73.93956870000002,1
1973,"Schertz, TX",29.5521737,-98.269734,2
1974,"Schulter, OK",35.5145495,-95.9566635,1
1975,"Scott County, KY",38.3172361,-84.56414699999998,1
1976,"Scott County, VA",36.6815794,-82.605118,1
1977,"Scottsdale, AZ",33.494170399999994,-111.9260519,6
1978,"Scottsville, KY",36.7533781,-86.19054240000001,1
1979,"Seagoville, TX",32.6395776,-96.5383228,1
