,location,latitude,longitude
575,"West Palm Beach, FL",26.7153424,-80.0533746
576,"Columbia, MD",39.203714399999996,-76.86104619999998
577,"Aguanga, CA",33.442702000000004,-116.86512240000002
578,"Beverly, MA",42.5584283,-70.880049
579,"Old Saybrook, CT",41.2960159,-72.38453009999998
580,"Pinion Hills, CA",34.433237,-117.64679170000001
581,"Cato Township, MI",43.443107,-85.2515482
582,"Lisle, IL",41.801140999999994,-88.0747875
583,"Lakes Charles, LA",30.226594899999995,-93.21737579999999
584,"Taylors, SC",34.9203946,-82.2962268
585,"West Odessa, TX",31.842347200000003,-102.498757
586,"Lawton, OK",34.6035669,-98.3959291
587,"Brookhaven, MS",31.5790588,-90.4406506
588,"Cartersville, GA",34.1650972,-84.7999382
589,"Naples, FL",26.142035800000002,-81.7948103
590,"Indio, CA",33.7205771,-116.2155619
591,"Seaside, CA",36.614921700000004,-121.822098
592,"Monroeville, AL",31.527939899999996,-87.32470769999998
593,"Parma, OH",41.404774200000006,-81.72290859999998
595,"Valinda, CA",34.045288299999996,-117.9436749
596,"Barrow County, GA",34.0142667,-83.6986568
598,"Modesto, CA",37.63909719999999,-120.99687820000001
599,"York, PA",39.9625984,-76.727745
600,"Palm Beach Gardens, FL",26.8233946,-80.13865469999998
601,"Truth or Consequences, NM",33.128404700000004,-107.25280690000001
602,"Mandeville, LA",30.35825059999999,-90.06563109999998
603,"Cedar Rapids, IA",41.9778795,-91.66562320000001
604,"Calexico, CA",32.6789476,-115.4988834
605,"West Goshen, CA",36.3510616,-119.42012040000002
606,"Kentwood, MI",42.8694731,-85.64474919999998
607,"Carmichael, CA",38.617127,-121.32828429999999
608,"Pine Top, KY",37.27260020000001,-82.88238259999999
609,"New Paltz, NY",41.7475933,-74.0868095
610,"Highgrove, CA",34.0157508,-117.3333031
611,"Cape Coral, FL",26.5628537,-81.94953309999998
612,"Cathedral City, CA",33.780538799999995,-116.46680359999999
613,"Zanesville, OH",39.9403453,-82.01319240000001
614,"Paddock Lake, WI",42.577518700000006,-88.1050853
615,"Kenai Peninsula, AK",60.085848600000006,-151.382264
616,"Talking Rock, GA",34.5092562,-84.50492790000001
617,"Frederick, MD",39.41426879999999,-77.41054090000002
618,"Tampa, FL",27.950575,-82.4571776
619,"Savannah, GA",32.0808989,-81.09120300000001
620,"Point Loma, CA",32.70003,-117.2466838
621,"Smithville, MS",34.0701074,-88.391154
622,"Salem, OR",44.9428975,-123.03509629999999
623,"Hohenwald, TN",35.5478513,-87.5519628
624,"Old Town, FL",29.601657,-82.9819282
625,"Burkesville, KY",36.7903399,-85.3705186
626,"Mesquite, TX",32.76679550000001,-96.5991593
627,"Norwood, OK",35.8709403,-95.163454
629,"Opelika, AL",32.6454116,-85.3782795
631,"Eureka, CA",40.80207120000001,-124.16367290000001
632,"Council, ID",44.7298876,-116.43819850000001
634,"Merced, CA",37.3021632,-120.48296770000002
635,"Pacific Beach, CA",32.8024577,-117.23558510000001
637,"Lakeshire, MO",38.538664000000004,-90.3351164
638,"Goose Creek, SC",32.9810059,-80.03258670000002
639,"Wadesboro, NC",34.9682097,-80.0767266
640,"North Laredo, TX",27.5035613,-99.50755190000001
641,"Braxton County, WV",38.7023371,-80.7214417
642,"Chico, CA",39.728494399999995,-121.8374777
644,"Dillon, MT",45.21663239999999,-112.6389244
645,"Aiken, SC",33.56041679999999,-81.71955329999999
646,"Gibson County, TN",35.996973499999996,-88.86469799999998
647,"Jurupa Valley, CA",33.9971974,-117.48548020000001
648,"Eden, GA",32.173813,-81.39066779999999
649,"Spring Lake, NC",35.1679395,-78.97280560000002
650,"Germantown, PA",40.0292648,-75.174598
651,"Minneapolis, MN",44.977753,-93.2650108
652,"Leon County, TX",31.2152685,-95.98325770000001
653,"Whitfield County, GA",34.8033566,-84.98175400000001
654,"Cayce, SC",33.96570910000001,-81.0739827
656,"Little Egg Harbor, NJ",39.610849200000004,-74.35726460000002
657,"Opa-Locka, FL",25.9023168,-80.25032709999998
658,"Benton Township, MI",42.109732799999996,-86.4173234
659,"Manatee, FL",27.4799195,-82.34518899999998
660,"Paulding County, GA",33.9142037,-84.8984775
661,"Colbert, OK",33.853156799999994,-96.5024916
662,"Reno, NV",39.529632899999996,-119.8138027
663,"Corpus Christi, TX",27.800582799999997,-97.396381
664,"Columbia Heights, MN",45.0481968,-93.2474098
665,"Ozark, MO",37.020886499999996,-93.20601629999999
666,"Lampe, MO",36.5636755,-93.4379639
667,"Seagoville, TX",32.6395776,-96.5383228
668,"Celina, OH",40.548935799999995,-84.5702338
669,"Maysville, MO",39.8891658,-94.3618967
670,"Wink, TX",31.7512396,-103.15988759999999
671,"Bangor, ME",44.801612799999994,-68.7712257
673,"Deming, NM",32.2686981,-107.7586404
674,"Big Springs, NE",41.0630102,-102.0740255
676,"Irving, TX",32.814017699999994,-96.9488945
677,"Neenah, WI",44.1858193,-88.462609
678,"Richmond Heights, OH",41.55282879999999,-81.5101208
679,"Laramie, WY",41.311366899999996,-105.5911007
680,"Yonkers, NY",40.9312099,-73.89874689999998
681,"Leitchfield, KY",37.4800544,-86.2938637
682,"Pryor, OK",36.3084275,-95.3169136
684,"Lynwood, CA",33.930293,-118.21146029999998
685,"Healdton, OK",34.2331475,-97.4878023
686,"East Stroudsburg, PA",41.003052200000006,-75.1817547
687,"Denton, TX",33.2148412,-97.1330683
688,"Thurston County, WA",46.864574700000006,-122.76959860000001
689,"Mountain View, CO",39.7744311,-105.0555389
690,"Middle River, MD",39.3342744,-76.4394056
691,"Humboldt, TN",35.8197917,-88.9158953
692,"Gilroy, CA",37.0029828,-121.55663729999999
694,"Dallas, NC",35.31652570000001,-81.17618949999998
695,"Camarillo, CA",34.216393700000005,-119.0376023
697,"Northwood, OH",41.60727199999999,-83.46882040000001
698,"Knoxville, TN",35.96063839999999,-83.9207392
699,"Taos, NM",36.4072485,-105.57306650000001
700,"Concord, VA",37.3426444,-78.9750189
701,"Palmdale, CA",34.5794343,-118.11646129999998
702,"Douglasville, GA",33.7514966,-84.7477136
703,"Breaux Bridge, LA",30.273532300000003,-91.89928370000001
704,"Canaan Township, PA",41.5605542,-75.35287790000002
705,"Smartsville, CA",39.2077473,-121.2988335
706,"Ludlow, KY",39.0925597,-84.5474435
707,"Burlington, VT",44.475882500000004,-73.21207199999998
708,"Brooksville, FL",28.555271899999997,-82.38787090000001
709,"Dearborn, MI",42.3222599,-83.17631449999998
710,"Winnsboro, LA",32.163207899999996,-91.720681
711,"Pride, LA",30.6937955,-90.9781585
712,"Lansing, MI",42.732535,-84.55553470000001
714,"Palo Alto, CA",37.441883399999995,-122.14301950000001
715,"Homedale, ID",43.617658399999996,-116.93375990000001
716,"Lucedale, MS",30.9251869,-88.5900235
717,"Franklin, LA",29.796039899999997,-91.5015002
718,"Suffolk, VA",36.7282054,-76.5835621
719,"Santa Nella, CA",37.0977209,-121.016866
720,"Rosemead, CA",34.0805651,-118.072846
721,"Rawlins, WY",41.7910697,-107.2386627
722,"Livingston, MT",45.661410499999995,-110.55995559999998
723,"Maryneal, TX",32.2354051,-100.4503797
724,"Sioux Falls, SD",43.5473028,-96.72833299999999
725,"Ragley, LA",30.51269899999999,-93.2323813
726,"Olympia, WA",47.0378741,-122.9006951
727,"Johnson City, TN",36.3134397,-82.35347270000001
728,"Redding, CA",40.5865396,-122.3916754
729,"Ceres, CA",37.5949316,-120.9577098
730,"Upper Darby, PA",39.957902000000004,-75.3076883
731,"Carrizozo, NM",33.6417408,-105.87721200000001
732,"Daviess County, KY",37.7307984,-87.10237459999998
733,"Geneva, WI",42.638604799999996,-88.4597673
734,"Acworth, GA",34.0659329,-84.67687959999999
735,"Kelso, WA",46.146778999999995,-122.9084445
737,"San Fernando, CA",34.2819461,-118.4389719
738,"Penn Township, PA",40.3840734,-79.6614376
739,"Spenard, AK",61.17672719999999,-149.9282138
740,"Norfolk, VA",36.8507689,-76.28587259999998
741,"Sevierville, TN",35.868145500000004,-83.56183500000002
742,"Cle Elum, WA",47.1953976,-120.93924890000001
744,"Santa Clarita, CA",34.3916641,-118.54258600000001
745,"Elkins, WV",38.92593970000001,-79.8467349
746,"Southfield, MI",42.473368799999996,-83.2218731
747,"Hollywood Hills, CA",34.1176605,-118.3520389
748,"El Cajon, CA",32.7947731,-116.96252690000001
749,"Petroleum, WV",39.19091050000001,-81.26844849999998
750,"Belle Glade, FL",26.6845104,-80.6675577
751,"North Hills, CA",34.235822,-118.4849365
752,"Rainbow City, AL",33.9548201,-86.04191689999998
753,"Union City, CA",37.5933562,-122.04386090000001
754,"Statesville, NC",35.78263629999999,-80.8872959
755,"Port Barre, LA",30.560195299999997,-91.9540054
756,"Meridianville, AL",34.8514782,-86.57221539999998
757,"Eufaula, OK",35.2873206,-95.58248460000002
758,"Burns, OR",43.5862606,-119.05410320000001
759,"Mountain Pine, AR",34.5720347,-93.1732401
760,"Latta, SC",34.337104700000005,-79.4311616
761,"Lenoir City, TN",35.7972998,-84.25602990000002
762,"Mansfield, TX",32.5631924,-97.1416768
763,"Cobb County, GA",33.8999297,-84.56414699999998
764,"Clackamas County, OR",45.2023855,-122.11889450000001
766,"Wilkinsburg, PA",40.4417355,-79.88199420000001
767,"Immokalee, FL",26.418524800000004,-81.4174057
768,"Saginaw, TX",32.860127500000004,-97.3639068
769,"Newark, CA",37.529976500000004,-122.03839679999999
770,"Rancho Cordova, CA",38.5890723,-121.302728
771,"Schulter, OK",35.5145495,-95.9566635
772,"Ocala, FL",29.187198600000002,-82.14009229999998
773,"Rosebud, SD",43.2327824,-100.85347790000002
774,"Perry Township, OH",40.7736624,-81.46085599999998
775,"Hilo, HI",19.724110600000003,-155.08681930000003
776,"Milton, FL",30.632414899999997,-87.03968809999998
777,"Union Grove, NC",36.02043079999999,-80.83224279999999
778,"Seaside, OR",45.9931636,-123.9226385
779,"Austin, AR",34.9984206,-91.9837552
780,"Manchester, NJ",39.971169599999996,-74.33928209999998
781,"Abingdon, MD",39.4622357,-76.27722229999998
783,"Roseville, MN",45.00607670000001,-93.15661070000002
784,"Henderson County, TX",32.1321367,-95.8142885
786,"Syracuse, NY",43.0481221,-76.14742439999998
787,"Urbandale, IA",41.6266555,-93.7121656
788,"Beckville, TX",32.24293660000001,-94.4554782
789,"Arvonia, VA",37.683478,-78.3413918
790,"Bradenton, FL",27.4989278,-82.5748194
791,"Jal, NM",32.1131814,-103.1935127
792,"Yorba Linda, CA",33.88850350000001,-117.8132571
793,"Fairfield, CT",41.1408363,-73.2612615
794,"Republic, MO",37.1200526,-93.4801942
795,"Mena, AR",34.586217100000006,-94.2396554
796,"Commerce, GA",34.203996999999994,-83.4571057
797,"Reno, TX",32.9442916,-97.5772462
798,"Ogden, UT",41.223,-111.9738304
799,"Elizabethton, TN",36.3487196,-82.21068760000001
800,"Inglewood, CA",33.9616801,-118.3531311
801,"Houston, AK",61.629935100000004,-149.8185119
802,"Fairborn, OH",39.8208925,-84.01937889999998
803,"Ripon, CA",37.7394537,-121.13541409999998
804,"Blue Springs, MO",39.0169509,-94.2816148
805,"Bailey, CO",39.4060536,-105.4786412
806,"East Troy, WI",42.7852922,-88.40509600000001
807,"Montgomery, AL",32.3792233,-86.3077368
808,"Silver Springs, NV",39.4154714,-119.22460729999999
809,"Hesston, KS",38.1383437,-97.4314267
811,"Rapid Valley, SD",44.062487899999994,-103.14628990000001
812,"Ashville, AL",33.8370433,-86.2544223
813,"Raleigh, NC",35.7795897,-78.6381787
814,"Gautier, MS",30.385755,-88.6116854
815,"Bel Air, MD",39.5359406,-76.34829309999998
816,"Johnstown, PA",40.32674069999999,-78.9219698
817,"Sims, AR",34.659264,-93.6910292
818,"East Bernstadt, KY",37.1895318,-84.1177098
819,"Cheektowaga, NY",42.9071477,-78.7542892
820,"Beaumont, TX",30.080174,-94.12655620000001
821,"Bismarck, ND",46.808326799999996,-100.7837392
822,"Rochester, NY",43.15657789999999,-77.6088465
823,"Carlsbad, NM",32.4206736,-104.2288375
824,"Biloxi, MS",30.396031800000003,-88.88530779999998
825,"Colorado City, CO",37.945286100000004,-104.83526280000001
826,"Rosalia, KS",37.8152985,-96.6197416
827,"Clinton, IL",40.153647899999996,-88.9645253
828,"Greensboro, NC",36.072635399999996,-79.79197540000001
829,"Glendale, CA",34.1425078,-118.255075
830,"Addison, TX",32.96179,-96.8291685
831,"Piedmont, AL",33.9245454,-85.6113501
832,"Vancouver, WA",45.6257379,-122.6760886
833,"Russellville, KY",36.8453199,-86.88721899999999
834,"Evansville, IN",37.9715592,-87.5710898
835,"Florence, CA",33.9744592,-118.2481287
836,"Anson County, NC",34.9054732,-80.1875065
837,"Burnsville, MN",44.7677424,-93.2777226
838,"Byron, CA",37.8671476,-121.63800690000001
839,"Idaho Falls, ID",43.49266069999999,-112.0407584
840,"Covington, LA",30.4754702,-90.1009108
841,"White Plains, KY",37.183655,-87.38360949999998
842,"Hopewell, VA",37.3043154,-77.28720009999998
843,"Fort Littleton, PA",40.062687200000006,-77.9636513
844,"Gainesville, FL",29.6516344,-82.32482619999998
845,"Stamford, CT",41.0534302,-73.53873409999999
846,"South Greensburg, PA",40.278402899999996,-79.54476190000001
847,"Fredericksburg, VA",38.303183700000005,-77.46053990000001
848,"Thornton, CO",39.8680412,-104.9719243
849,"Raleigh, TN",35.2207681,-89.928731
850,"Braintree, MA",42.20790170000001,-71.0040013
851,"Pawtucket, RI",41.878710999999996,-71.38255579999998
852,"Redlands, CA",34.055569299999995,-117.1825381
853,"Pueblo of Laguna, NM",35.035653499999995,-107.3862229
854,"Lowell, MA",42.633424700000006,-71.31617179999998
855,"Grundy, VA",37.2778886,-82.0990223
856,"Lee's Summit, MO",38.9108408,-94.3821724
857,"Winslow, AZ",35.024187299999994,-110.6973571
858,"Kinston, NC",35.2626635,-77.5816353
859,"Splendora, TX",30.2329914,-95.1610438
860,"Clearlake Park, CA",38.9947567,-122.702607
861,"Piedmont, SC",34.702338899999994,-82.4645714
862,"Aitkin, MN",46.533012899999996,-93.7102493
863,"Jackson, GA",33.2945651,-83.96602089999998
864,"Lockhart, TX",29.8849441,-97.6699996
865,"Raceland, LA",29.7274331,-90.59897590000001
866,"Macon County, AL",32.3731182,-85.684578
867,"Eau Claire, WI",44.811349,-91.4984941
868,"West Springfield, MA",42.1070383,-72.6203675
869,"Oak Hill, OH",38.8939645,-82.573495
870,"Gallatin, TN",36.3883809,-86.4466599
871,"Lake Hallie, WI",44.8757937,-91.4407146
872,"New Brunswick, NJ",40.4862157,-74.4518188
873,"Rotterdam, NY",42.78702089999999,-73.97095829999998
874,"Benton, IL",37.996716299999996,-88.92006850000001
875,"Noma, FL",30.9821261,-85.618544
876,"Llano, TX",30.75934519999999,-98.6750379
877,"Sparta, TN",35.925898499999995,-85.46414209999998
878,"McPherson, KS",38.3708415,-97.6642087
879,"Lake Elsinore, CA",33.668077200000006,-117.3272615
880,"Cache, OK",34.6295165,-98.6286741
881,"Antioch, IL",42.477241799999994,-88.0956396
882,"Vineland, NJ",39.4863773,-75.02596369999998
883,"Greenbelt, MD",39.004554399999996,-76.87552819999998
884,"Mableton, GA",33.8187167,-84.5824329
885,"Brooksville, AL",34.162040399999995,-86.4755431
886,"Perryville, AR",35.0048102,-92.8026673
887,"Everett, MA",42.408429999999996,-71.0536625
888,"Berne, NY",42.6253546,-74.13346469999998
889,"Antigo, WI",45.140245,-89.15233529999998
890,"Fayetteville, AR",36.082156,-94.1718542
891,"East Flat Rock, NC",35.2801166,-82.42206309999999
892,"Lakewood, CO",39.7047095,-105.08137340000002
893,"Kingsbury, TX",29.6480061,-97.8280575
894,"Milcreek, UT",40.6868914,-111.87549070000001
895,"Westminster, CO",39.836652799999996,-105.03720459999998
896,"Jackson, MO",37.3822732,-89.6662063
897,"Wausau, WI",44.9591352,-89.6301221
898,"Florence, AZ",33.0314508,-111.38734309999998
899,"Alamo, TN",35.784794899999994,-89.1172883
900,"Greenville, SC",34.85261759999999,-82.3940104
901,"Burien, WA",47.46683839999999,-122.3405305
902,"Temecula, CA",33.4936391,-117.14836480000001
903,"Buffalo, MO",37.6439289,-93.0924093
904,"Gretna, LA",29.9146493,-90.0539603
905,"Weirton, WV",40.41895660000001,-80.58951669999998
906,"Lake Stevens, WA",48.01509799999999,-122.0637425
907,"Presque Isle, ME",46.68115299999999,-68.01586139999999
908,"St. Martin, MS",30.437975800000004,-88.8680853
909,"Hog Valley, FL",29.494415000000004,-81.8953647
910,"Nacogdoches, TX",31.603512899999995,-94.65548740000001
911,"Taunton, MA",41.900101,-71.08976740000001
912,"Byng, OK",34.8611959,-96.6655688
913,"Boyle Heights, CA",34.0297895,-118.2117257
914,"Jacksonsville, FL",30.3321838,-81.65565099999998
915,"Osteen, FL",28.84610189999999,-81.16256120000001
916,"Stockbridge, GA",33.5442781,-84.23380929999998
917,"Shawnee National Forest, IL",37.49253789999999,-88.90388100000001
918,"Riverdale, GA",33.5726113,-84.4132594
919,"Siskiyou County, CA",41.7743261,-122.57701259999999
920,"Sullivan, MO",38.2081045,-91.1604207
921,"Fisty, KY",37.3352367,-83.1013964
922,"Chesterfield County, SC",34.6830936,-80.14285840000001
923,"Oregon City, OR",45.3364465,-122.6050422
924,"Flagstaff, AZ",35.1982836,-111.651302
925,"Hallandale Beach, FL",25.981202399999997,-80.14837899999998
926,"Oxford, MA",42.116760600000006,-71.8647577
927,"Gresham, OR",45.5098502,-122.4347608
928,"Harrisonville, MO",38.6533445,-94.34883719999999
929,"Lansing, IL",41.5647575,-87.53893099999998
930,"Washington Park, IL",38.6350501,-90.09288520000001
931,"Solvang, CA",34.5958201,-120.13764809999999
932,"Sneads, FL",30.707691999999998,-84.92436629999999
933,"Socorro, NM",34.0583995,-106.8914159
934,"Eastaboga, AL",33.6070215,-86.0187907
935,"Deland, FL",29.028318,-81.3031179
936,"Clinton, NC",34.9979453,-78.32333249999998
937,"Stoneville, NC",36.4665269,-79.90698470000001
938,"Tualatin, OR",45.37799879999999,-122.78218170000001
939,"Bend, OR",44.058172799999994,-121.31530959999999
940,"Newnan, GA",33.3806716,-84.79965729999998
941,"Berea, KY",37.568694,-84.2963223
942,"Wasilla, AK",61.58087629999999,-149.44105980000003
943,"Parker, AZ",34.1500162,-114.28911770000002
944,"Yreka, CA",41.735418599999996,-122.6344709
945,"Eufaula, AL",31.8912717,-85.1454876
946,"Wagoner, OK",35.9595442,-95.3694116
947,"Turlock, CA",37.494656799999994,-120.84659409999999
948,"Norman, VA",35.229940899999995,-97.4131235
949,"Port Arthur, TX",29.884950399999997,-93.939947
950,"Ishpeming Township, MI",46.608622499999996,-87.68769329999998
951,"Somerton, AZ",32.5964404,-114.709677
952,"Iredell County, NC",35.8310501,-80.89865019999998
953,"Yakima, WA",46.6020711,-120.5058987
954,"Tupelo, MS",34.2576066,-88.7033859
955,"Maywood, CA",33.9866807,-118.185349
956,"Eagle Mountain, UT",40.31411689999999,-112.006882
957,"Hiseville, KY",37.1008864,-85.8124723
958,"Schenectady, NY",42.8142432,-73.93956870000001
959,"Mobile, AL",30.6953657,-88.0398912
960,"Tiverton, RI",41.6259211,-71.21342309999999
961,"Odessa, MO",38.9991748,-93.9535558
962,"Chula Vista, CA",32.6400541,-117.0841955
963,"Pembine, WI",45.6352391,-87.9909531
964,"Butte, MT",46.0038232,-112.53477749999999
965,"Montpelier, OH",41.5844951,-84.60550759999998
966,"Fort Walton Beach, FL",30.42007079999999,-86.6170308
967,"Hardeeville, SC",32.2871413,-81.08066649999998
968,"Lake Havasu City, AZ",34.483901,-114.32245479999999
969,"Peterborough, NH",42.870604799999995,-71.95167459999998
970,"Lawndale, NC",35.41401870000001,-81.56314739999998
971,"Wellington, FL",26.6617635,-80.2683571
972,"Walls, MS",34.9578727,-90.1517605
973,"Bellville, TX",29.950225300000003,-96.2571858
974,"Belleville, IL",38.520050399999995,-89.98399350000001
975,"Hanover, NM",32.8134085,-108.09115349999999
976,"Paterson, NJ",40.916765399999996,-74.17181099999998
977,"Farmington, AR",36.04202479999999,-94.2471515
978,"Fulshear, TX",29.69311189999999,-95.8998969
979,"Riverview, FL",27.8661364,-82.32648089999998
980,"Pinellas Park, FL",27.8428025,-82.6995443
981,"Gainesville, GA",34.2978794,-83.8240663
982,"Buckeye, AZ",33.370319699999996,-112.58377659999998
983,"Columbia Township, MI",42.1142112,-84.29107590000001
984,"Thomaston, CT",41.6743343,-73.0724037
985,"Dolton, IL",41.638923600000005,-87.60726799999998
986,"Boone, IA",42.059704700000005,-93.88022729999999
987,"Cochran, GA",32.3868278,-83.35460979999998
988,"Laguna Pueblo, NM",35.0367105,-107.3828231
989,"Frederica, DE",39.009001700000006,-75.46575419999998
990,"Barbourville, KY",36.866476500000005,-83.8888138
991,"Ouachita Parish, LA",32.427185200000004,-92.2236667
992,"Fort Madison, IA",40.629763399999995,-91.314535
993,"Park County, CO",39.0897928,-105.5943388
994,"Landrum, SC",35.175114799999996,-82.1892795
995,"Jackson, WI",43.3238919,-88.1667599
996,"Asheville, NC",35.5950581,-82.5514869
997,"Bristol, TN",36.5951059,-82.18874439999998
998,"New Iberia, LA",30.0035365,-91.8187285
999,"Fullerton, CA",33.8703645,-117.9242123
1000,"Rosser, TX",32.4626396,-96.4533193
1001,"Yuma, AZ",32.6926512,-114.62769159999999
1002,"Falcon Heights, MN",44.991632300000006,-93.166333
1003,"Rush Springs, OK",34.7825721,-97.95698449999999
1004,"Bell, CA",33.9775142,-118.1870156
1005,"Clovis, CA",36.8252277,-119.70291940000001
1006,"Selma, AL",32.4073589,-87.02110069999998
1007,"Broken Bow, OK",34.02927639999999,-94.73910450000001
1008,"East St. Louis, IL",38.624514000000005,-90.1506465
1009,"Romulus, MI",42.2222614,-83.39659940000001
1010,"St. Joseph, MI",42.09385770000001,-86.4895463
1011,"Middletown, NY",41.4459271,-74.42293409999998
1012,"Peachland, NC",34.993766,-80.2645069
1013,"Lake Asbury, FL",30.0491293,-81.8214871
1014,"Little Egg Harbor Township, NJ",39.610849200000004,-74.35726460000002
1015,"Sheboygan, WI",43.750828399999996,-87.71453000000001
1016,"Buckhannon, WV",38.99398720000001,-80.2320276
1017,"Winchester, CA",33.706965999999994,-117.0844733
1018,"Gallup, NM",35.5280783,-108.74258429999999
1019,"Pine River, WI",44.152155900000004,-89.07720920000001
1020,"Estill Springs, TN",35.2706372,-86.1280417
1021,"Metairie, LA",29.984092200000003,-90.1528519
1022,"Malta, MT",48.35971970000001,-107.8742831
1023,"Sparks, NV",39.5349112,-119.7526886
1024,"La Quinta, CA",33.663357299999994,-116.31000949999999
1025,"Compton, CA",33.8958492,-118.2200712
1026,"City Terrace, CA",34.050011600000005,-118.18284950000002
1027,"Pleasant Hill, NC",36.532095399999996,-77.5355335
1028,"Phelps, KY",37.5144292,-82.15319540000002
1029,"Wapato, WA",46.4476278,-120.4203382
1030,"Edmund, SC",33.8615392,-81.20009870000001
1031,"Stafford, VA",38.422068700000004,-77.40830859999998
1032,"Lake City, SC",33.870995799999996,-79.75534509999999
1033,"Alexandria, MN",45.8848164,-95.37766629999999
1034,"Hammett, ID",42.945730700000006,-115.46618600000001
1035,"Castaic, CA",34.489036299999995,-118.62565520000001
1036,"Clearfield, UT",41.1107771,-112.0260538
1037,"Scott County, VA",36.6815794,-82.605118
1038,"Aldie, VA",38.9756745,-77.64187240000001
1039,"East Point, GA",33.6795531,-84.43937240000002
1040,"Santee, CA",32.8383828,-116.97391670000002
1041,"Beaver Dam, WI",43.4577692,-88.837329
1042,"Harrisburg, PA",40.273191100000005,-76.88670079999999
1043,"Little Mountain, SC",34.1962557,-81.41232289999998
1044,"Wilkesboro, NC",36.145964899999996,-81.1606401
1045,"Georgetown, KY",38.2097967,-84.55883109999998
1046,"Circleville, OH",39.600618,-82.94601329999999
1047,"Plaquemine, LA",30.289083299999998,-91.2342744
1048,"Tukwila, WA",47.473988399999996,-122.26095579999999
1049,"Vista, CA",33.2000368,-117.2425355
1050,"Hayward, CA",37.6687665,-122.08099640000002
1051,"Falls Church, VA",38.88233400000001,-77.17109140000001
1052,"Counce, TN",35.0422751,-88.27353990000002
1053,"Augusta, WV",39.2953787,-78.6377912
1054,"Rome, OH",38.66611959999999,-83.3802744
1055,"Lenoir, NC",35.9140196,-81.5389849
1056,"Apache Junction, AZ",33.4150485,-111.5495777
1057,"Antelope, CA",38.7166871,-121.3644216
1058,"Hays, KS",38.8791783,-99.3267702
1059,"Poway, CA",32.9628232,-117.0358646
1060,"McKinneyville, CA",40.94651520000001,-124.1006205
1061,"East Hollywood, CA",34.091341,-118.29358909999998
1062,"New London, WI",44.3927582,-88.73982559999999
1063,"East Ridge, TN",34.99474410000001,-85.2256635
1064,"Hamilton, OH",39.3995008,-84.5613355
1065,"Myra, TX",33.6239966,-97.3144625
1066,"Oak Cliff, TX",32.7203477,-96.8743083
1067,"Shelbyville, TN",35.483406,-86.46027169999998
1068,"Eagan, MN",44.804132200000005,-93.1668858
1069,"Graham, WA",47.052878899999996,-122.29428390000001
1070,"Harker Heights, TX",31.083510200000003,-97.6597376
1071,"McDowell, MO",36.828928600000005,-93.8044831
1072,"Sylvania Township, OH",41.68989550000001,-83.7411631
1073,"Huntington Park, CA",33.981681200000004,-118.22507250000001
1074,"Alamogordo, NM",32.8995325,-105.96026499999999
1075,"Parker, CO",39.5186002,-104.76136329999999
1076,"Round Lake, IL",42.353355,-88.09341450000001
1077,"East Wenatchee, WA",47.41568239999999,-120.2931263
1078,"Temple, TX",31.0982344,-97.342782
1079,"Spencer, WV",38.802032200000006,-81.35095319999998
1080,"Gray, TN",36.4198258,-82.4765352
1081,"Albany, GA",31.578507399999996,-84.15574099999998
1082,"Titusville, FL",28.612218699999996,-80.8075537
1083,"Delhi, CA",37.4321589,-120.77853540000001
1084,"Auburn, WA",47.30732279999999,-122.22845320000002
1085,"Montcalm, WV",37.3540054,-81.2525993
1086,"Saratoga, CA",37.2638324,-122.0230146
1087,"Colton, CA",34.0739016,-117.3136547
1088,"Weeki Wachi, FL",28.515551300000002,-82.57287690000001
1089,"Big Bear, MO",34.2276705,-116.86080459999998
1090,"Winooski, VT",44.491438,-73.1856832
1091,"Beaumont, CA",33.929460600000006,-116.977248
1092,"Rutherfordton, NC",35.3692877,-81.9567716
1093,"St. Cloud, MN",45.5579451,-94.1632404
1094,"Spring, TX",30.079940500000003,-95.4171601
1095,"Logan Canyon, UT",41.7402088,-111.7938314
1096,"Wood County, TX",32.8296216,-95.3520876
1097,"Decatur County, TN",35.595087,-88.1291387
1098,"Port St. Lucie, FL",27.273049199999996,-80.3582261
1099,"Mashantucket, CT",41.4615182,-71.97866259999998
1100,"Louisville, NE",41.00444299999999,-96.1600132
1101,"Fair Oaks, CA",38.6446264,-121.27217179999998
1102,"Pikesville, MD",39.3742729,-76.72247270000001
1103,"Claremont, NH",43.3728635,-72.33787439999998
1104,"Garden City, ID",43.622110799999994,-116.23817439999999
1105,"Little Rock, AR",34.7464809,-92.2895948
1106,"Groveton, TX",31.0549071,-95.1257691
1107,"Newark, NJ",40.735657,-74.1723667
1108,"Campobello, SC",35.115671299999995,-82.15011120000001
1109,"Belleville, MI",42.2047619,-83.4852133
1110,"Hometown, WV",38.5328674,-81.86124439999998
1111,"Markham, IL",41.5936453,-87.6947699
1112,"Ventnor, NJ",39.340394200000006,-74.4773735
1113,"Springdale, AR",36.18674420000001,-94.1288141
1114,"Hessel, MI",46.03093320000001,-84.33874890000001
1115,"Moncks Corner, SC",33.1960027,-80.01313739999998
1116,"Macon, GA",32.8406946,-83.6324022
1117,"Killeen, AL",34.862863700000005,-87.5375253
1118,"Benton, AR",34.5645371,-92.586828
1119,"Federal Way, WA",47.3223221,-122.3126222
1120,"Wetumka, OK",35.2375883,-96.24167309999999
